Correct Answer(s),Question,Answer1,Answer2,Answer3,Answer4,Year,Ref_Page,Chapter
Ans2,10.電腦間通訊的基本原則是由下列哪一個組織所制定的 OSI (Open SystemsInterconnection) reference model? (*87), ANSI , ISO , EDIFACT , CEN,201504,(*87),5
Ans3,11.下列哪一套醫學詞彙代碼系統字詞間的關係是由語意網路來表達，而且具有處理相似詞、相反詞、拼錯字及多國語言的能力? (*87), DRG , ICD9-CM , UMLS , LOINC,201504,(*87),5
Ans3,45.目前世界上最重要的醫療資訊交換標準有兩套，分別為? (*87), HL7 及 ICD-9 , DRG 及 SNOMED, HL7 及 DICOM , DICOM 及 LOINC,201504,(*87),5
Ans1,42.下列有關醫療資訊標準之敘述何者錯誤?(*85),健保署目前採用 ICD-10-CM 做為保險給付之疾病代碼標準,SNOMED 允許使用者自行利用其多軸組合的機制來描述複雜的症狀及診斷,LONIC 是目前臨床檢驗檢查編碼系統的主流,MeSH 是一套專為醫學文獻分類所設計的樹狀詞彙系統。,201511,(*85),5
Ans1,43.下列何者為正確的敘述?(*85-90),ICD-9 的 9 代表第九版 ,健保署目前使用的是 ICD-10,HL7 的 7 代表第七版 ,DICOM 是醫療數值資料的傳輸交換標準,201511,(*85-90),5
Ans4,44.對於 HL7 的相關敘述，下列何者錯誤?(*88),HL7 是屬於共識型標準,HL7 協會已經成為美國 ANSI 認可的標準發展組織,HL7 標準的 3.0 版本採用物件導向式設計,HL7 標準的 3.0 版本在訊息傳送格式上，仍然採用傳統 CSV，並不支援 XML 格式,201511,(*88),5
Ans3,45.各醫療儀器廠商常宣稱支援標準，但實際連測時卻常互不相容，因此美國 HIMMS 和RSNA 兩大協會於 1999 年開始，共同定出何種技術架構，解決系統互操作性(Interoperability)的問題?(*90),邏輯檢驗檢查編碼系統(LOINC) ,臨床文件架構(CDA),健康資訊產業整合(IHE) ,統一醫學語言系統(UMLS),201511,(*90),5
Ans2,46.下列關於醫療資訊標準推動的好處何者錯誤?(*93),交換性：跨醫療院所交換資料無需修改程式或資料庫,整合性：在相同的標準下，不同功能之系統下進行整合，必須把所有系統交由同一廠商承包,獨立性：可做單獨系統之修改或升級，而不必擔心影響其它系統,提升國內醫療資訊產業競爭力,201511,(*93),5
Ans4,49.ICD-10-CM/PCS 中的 PCS 代表?(時事題，*85),Program Coding System ,Process Coding System,Progress Coding System ,Procedure Coding System,201511,"(*85,時事題)",5
Ans2,50.電腦間通訊的基本原則是由下列哪一個組織所制定的 OSI (Open SystemsInterconnection) reference model? (*87), ANSI , ISO , EDIFACT , CEN,201511,(*87),5
Ans4,11.醫院不論採用何種治療手段、藥物、住院天數，健保就只給醫院同一種給付價格的給付方式，是根據下列何種代碼?(*85),MeSH , DICOM , LONIC , DRGs,201603,(*85),5
Ans3,12.下列何者為錯誤的敘述?(*85-90、時事題),ICD-9 的 9 代表第九版 ,中央健保署目前使用的是 ICD-10, HL-7 的 7 代表第七版 , DICOM 是醫療影像資料的傳輸交換標準,201603,(*85-90、時事題),5
Ans3,13.疾病管制署進行實驗室檢驗結果自動通報系統，如果要採用符合國際標準的檢驗檢查編碼系統，最適合使用下列哪一種代碼系統?(*86),DRG , ICD , LOINC , UMLS,201603,(*86),5
Ans2,14.下列何者不屬於 OSI 網路七層之中?(*87),Physical , UMLS , Network , Session,201603,(*87),5
Ans1,15.衛生福利部長期推動電子病歷交換(EEC)計畫，截至目前為止已完成 EEC 建置的醫院已超過 400 家，其中電子病歷所採用的架構標準是?(*88),CDA , CDB , CDC , CDD,201603,(*88),5
Ans3,16.關於醫療資訊標準推動的好處，下列何者錯誤?(*93),獨立性：可做單獨系統之修改或升級，而不必擔心影響其它系統,交換性：跨醫療院所交換資料無需修改程式或資料庫,整合性：在相同的標準下，不同功能之系統下進行整合，必須把所有系統交由同一廠商承包,提升國內醫療資訊產業競爭力,201603,(*93),5
Ans3,11. 對於美國所使用的 HIPAA(Health Insurance Portability and Accountability Act)，以下敘述何者不正確？(*83),與健康保險資料有關 ,是一個隱私保護的法案,規範病人就醫的行為 ,要求醫療資訊傳送的安全管理,201610,(*83),5
Ans2,"12. 下列何者為正確的敘述？(*85~90, 時事題)",ICD-9 的 ICD 代表 Internal Classification of Diseases。,中央健保署目前使用的是 ICD-10。,HL-7 的 7 代表第七版。,DICOM 是醫療數值資料的傳輸交換標準。,201610,"(*85~90, 時事題)",5
Ans4,13. 下列對於 DRG(Diagnosis-Related Groups)的敘述，何者不正確？(*85),用以代表住院病患的診斷類別。,健保署發展 Tw-DRGs 的支付通則，來控制日漸惡化的健保財務問題。,以醫療費用及住院天數為主要編碼考量。,主要是應用在門診和急診的檢傷分類。,201610,(*85),5
Ans3,14. 請問下列何者是用於檢驗檢查編碼系統的標準？(*86),SNOMED ,MeSH,LOINC ,UMLS,201610,(*86),5
Ans2,9. 對於常用的醫學詞彙及代碼標準的敘述，下列何者正確？(*85),ICD 用於臨床檢驗檢查項目的代碼，由 HL7 標準組織負責維護,DRG 主要用於論病例計酬的醫療保險給付,LOINC 是美國國家醫學圖書館專為醫學文獻分類所設計的樹狀詞彙系統,SNOMED 是世界衛生組織(WHO)所出版的國際疾病分類代碼,201704,(*85),5
Ans1,10. 中央健保署已開始實施國際疾病分類第十版 ICD-10-CM/PCS，請問其中的 PCS 代表？(85，時事題),Procedure Coding System,Process Coding System,Progress Coding System,Program Coding System,201704,(*85，時事題),5
Ans4,11. 醫院不論採用何種治療手段、藥物、住院天數，健保就只給醫院同一種給付價格的給付方式，是根據下列何種代碼？(*85),MeSH ,DICOM ,LONIC ,DRGs,201704,(*85),5
Ans4,12. 下列哪一套醫學詞彙代碼系統字詞間的關係是由語意網路來表達，而且具有處理相似詞、相反詞、拼錯字及多國語言的能力？(*87),DRG ,ICD9-CM ,LOINC ,UMLS,201704,(*87),5
Ans4,13. 臨床文檔架構(CDA) 是由哪一個國際組織所制定的醫療資訊交換標準？(*88),美國放射科醫學會與國家電機製造協會(ACR-NEMA),健康資訊產業整合協會(IHE),美國健康資訊管理系統協會(HIMMS),國際健康資訊第七層協定協會(HL7),201704,(*88),5
Ans4,10. 醫療資訊標準的推動可帶來四項主要的好處，請問下列何者不屬於其中之一的好處？(*93),交換性 ,整合性 ,獨立性 ,排他性,201711,(*93),5
Ans4,11. CEN TC251 是屬於下列何者的第 251 號技術委員會？(*82),中華民國國家標準組織 ,國際標準組織,美國國家標準組織 ,歐洲標準委員會,201711,(*82),5
Ans4,20. 下列何者是由美國國家醫學圖書館(NLM)計畫所發展的醫學詞彙標準，以 metathesaurus 彙整各種不同的醫學詞彙，並且以 semantic network 表達字詞間的關係？(*86),ICD ,LOINC ,SNOMED ,UMLS,201711,(*86),5
Ans1,25. 對於 HL7 標準組織的敘述，下列何者有誤？(*87),是由國際上七家主要的醫療資訊廠商在互利的情況下所組成的協會,臨床文檔架構(CDA)是由 HL7 組織所制定的標準,HL7 已經成為 ANSI 認可的標準發展組織,HL7 的 3.0 版本直接支援 XML 格式,201711,(*87),5
Ans2,32. LOINC 是下列何者的編碼系統？(*86),藥劑處方 ,檢驗檢查 ,影像儀器 ,醫學辭彙,201711,(*86),5
Ans1,45. 以光碟片等媒體儲存醫院的醫學影像，攜帶到另外一家醫療機構檢視，最適合使用哪一種標準的檔案格式？(*89),DICOM ,JPEG ,PDF ,TIFF,201804,(*89),5
Ans3,46. 對於 HL7 的相關敘述，下列何者錯誤？(*86),CDA 臨床文件架構標準是由 HL7 制定及維護,LOINC 代碼系統目前是由 HL7 負責維護,UMLS 統一醫學語言系統是由 HL7 制定及維護,"所謂""7""是指 ISO 網路標準的應用層",201804,(*86),5
Ans4,47. 所謂 LOINC 是指下列何者的縮寫？(*86),Laboratory Object Identifiers Names and Codes,Laboratory Object Information Names and Codes,Logical Observation Interaction Names and Codes,Logical Observation Identifiers Names and Codes,201804,(*86),5
Ans3,18. 三層式資料庫結構將資料庫綱要分為三層，下列哪一層用來描述實際的資料庫儲存結構和存取路徑的細部資料？(*84),外部層 ,概念層 ,內部層 ,實體層,201811,(*84),5
Ans3,18. 三層式資料庫結構將資料庫綱要分為三層，下列哪一層用來描述實際的資料庫儲存結構和存取路徑的細部資料？(*84),外部層 ,概念層 ,內部層 ,實體層,201904,(*84),5
Ans1,"23. SQL(Structured Query Language) 是一種資料庫查詢語言， 請問 SQL 是用於下列哪種資料庫管理系統？(*82, 88)",關聯式資料庫管理系統(Relational Data Base Management System),階層式資料庫管理系統(Hierarchical Data Base Management System),網狀式資料庫管理系統(Network Data Base Management System),以上皆可,201904,"(*82, 88)",5
Ans1,24. 為了確保交易執行的正確性，一個交易在資料庫管理系統中具有四種特性即所謂交易的 ACID 特性，請問下列何者不屬於 ACID 特性？(*85~86),活動性(Activity) ,一致性(Consistency) ,孤立性(Isolation) ,永久性(Durability),201904,(*85~86),5
Ans2,25. 在醫院資訊系統的資料庫中，醫師資料表是以醫師代號的欄位作為主鍵(Primary key) ，而掛號資料表中是以醫師代號的欄位參照醫師資料表，那麼在掛號資料表的醫師代號欄位稱之為何？(*95),候選鍵(Candidate key) ,外來鍵(Foreign key),超級鍵(Super key) .,唯一索引鍵(Unique index key) ,201904,(*95),5
Ans3,29. 三層式資料庫結構將資料庫綱要分為三層，下列哪一層用來描述實際的資料庫儲存結構和存取路徑的細部資料？(*84),外部層 ,概念層 ,內部層 ,實體層,201911,(*84),5
Ans3,30. SQL(Structured Query Language)是一種資料庫查詢語言，請問下列何者不屬於 SQL 的指令？(*82),Select ,Delete ,Query ,Update※課本所指 query 查詢指令是指 select，SQL 並無 query 指令。,201911,(*82),5
Ans4,31. 請問下列何者屬於關聯式資料庫管理系統(Relational Data Base Management System)？(*89),MS Access ,Sybase ,Oracle ,以上皆是※選項 B 與 C 二者雖是物件導向式，但也都屬於關聯式資料庫。,201911,(*89),5
Ans4,32. 有關關聯式資料庫的完整性限制，對於被參照資料表的主鍵(Primary Key)與參照資料表的外來鍵(Foreign Key)的敘述下列何者不正確？(*95),主鍵不可為空值,主鍵的值在資料表內必須是唯一無二,外來鍵的值必須是在被參照資料表的主鍵值或是空值,外來鍵在參照資料表內必須是唯一無二,201911,(*95),5
Ans3,17. 資料庫管理系統的操作，可以透過 SQL 進行查詢與異動，所謂 SQL 是指下列何者？(*82), Standard Query Language, Standard Question Logic, Structured Query Language, Server Quality Level,202004,(*82),5
Ans3,18. 有關關聯式資料庫的完整性限制，對於被參照資料表的主鍵(Primary Key)與參照資料表的外來鍵(Foreign Key)的敘述下列何者正確？(*95),被參照資料表的主鍵可為空值,主鍵的值在被參照資料表內可以重複,外來鍵的值必須是在被參照資料表的主鍵值或是空值,外來鍵在參照資料表內必須是唯一無二,202004,(*95),5
Ans3,39. 所謂 LOINC 是指下列何者的縮寫？(*86), Laboratory Object Identifiers Names and Codes, Laboratory Object Information Names and Codes, Logical Observation Identifiers Names and Codes, Logical Observation Interaction Names and Codes,202004,(*86),5
Ans3,16. 三層式資料庫結構將資料庫綱要分為三層，下列哪一層用來描述實際的資料庫儲存結構和存取路徑的細部資料？(*84),外部層 ,概念層 ,內部層 ,實體層,202011,(*84),5
Ans4,17. 有關關聯式資料庫的完整性限制，對於被參照資料表的主鍵(PrimaryKey)與參照資料表的外來鍵(Foreign Key)的敘述下列何者正確？(*95),主鍵在資料表中可以是空值,主鍵的值在資料表內可以重複,外來鍵的值在參照資料表內，必須是唯一無二不可以重複,外來鍵的值必須是在被參照資料表的主鍵值或者為空值,202011,(*95),5
Ans1,12.兩個資料表(table)要產生關聯(relation)，必須要有key，下列描述何者為是：(*6),被參考資料表所引用的稱為外部參考鍵(Foreign Key),主鍵(Primary Key)的值只要不為NULL即可,主鍵的值可重覆,外部參考鍵的值不可重覆,200811,(*6),6
Ans2,16.最廣泛的資料庫管理系統(DBMS)的系統架構為何?(*6),網狀式(Network) ,關聯式(Relational),階層式(Hierarchical) ,以上皆非,200811,(*6),6
Ans3,17.使用資料庫管理系統(DBMS)時，為避免資料異常(Anomaly)發生，將資料分成多個資料表(Table)儲存的正規化(Normalization)過程，並用參考鍵(Key)以組合(Join)還原，但必須考慮：(*6),有條件組合(Constraint-Join) ,關聯式組合(Relational-Join),無損失組合(Lossless-Join) ,以上皆非,200811,(*6),6
Ans4,21.下列那一項不是網路效能的測量值？ (*124),可靠度 ,延遲性 ,網路能量 ,電子郵件,200909,(*124),6
Ans3,22.下列那一項是常用的資料庫管理系統架構？ (*112),檔案式 ,網狀式 ,關聯式 ,階層式,200909,(*112),6
Ans1,29.資料通訊傳輸速率的單位為bps，其中的b代表下列何者？ (*123),bit ,byte ,block ,以上皆非,200909,(*123),6
Ans2,32.衛生署委託 HL7 Taiwan 學會最近制定的電子病歷基本格式，是遵循了HL7/CDA 的標準，所謂 CDA 是指下列何者？ (*97),Clinical Document Association ,Clinical Document Architecture,Control Disease Arrangement ,Control Disease Assistance,200909,(*97),6
Ans1,48.為降低非必要的資料重複，資料庫設計時需執行 (*116) ,正規化(Normalization ) ,最小化(Minimization),最佳化(Optimization ) ,視覺化(Visualization),200909,(*116),6
Ans3,18.正規化(Normalization)最常使用於下列何種資料庫結構 (*116),網狀式 ,階層式,關聯式 ,物件導向式,201003,(*116),6
Ans3,22.企業醫療資訊整合(Integrating the Healthcare Enterprise，IHE)其目的為 (*99),解決醫院內標準碼缺乏一致性,提供醫療影像標準,解決醫療儀器間無法互通的問題,解決 ISO 與 HL7 標準之矛盾,201003,(*99),6
Ans4,19.正規化(Normalization)最常使用於下列何種資料庫結構? (*116),網狀式 ,階層式 ,物件導向式 ,關聯式,201010,(*116),6
Ans1,24.下列敘述何者錯誤？ (*116),經過正規化(normalization)後，可較容易檢視資料, 關聯式資料庫的基本元素為關係(relation), 所謂的 table 就是關係的表示方式之一,SQL 是用來查詢資料庫的語言,201010,(*116),6
Ans2,27.有關資料庫的主鍵(primary key)的描述何者錯誤？ (*112-113),主鍵必須唯一,主鍵可以為虛值(null),個人資料的主鍵多使用身分證字號,病歷號碼可作為主鍵使用,201010,(*112-113),6
